description,height,weight,base_experience,is_legendary,is_mythical,generation,hp,attack,defense,special-attack,special-defense,speed
"Ovaj Pokemon se borio protiv ljudi kako bi zaštitio svoje prijatelje. Legende o tome i dalje se prenose. Na glavi joj niču rogovi oštri kao oštrice. Koristeći pokrete poput vihora, zbunjuje i brzo seče protivnike. Legende kažu da je ovaj Pokemon zbunio protivnike svojim brzim pokretima.",20,2000,261,TRUE,FALSE,generation-v,91,90,72,90,129,108
"Kada pronađe malog Pokemona, plete mu odeću od lišća, koristeći sekače na rukama i lepljivu svilu. Svoja jaja održava toplim toplotom od fermentiranog lišća. Takođe koristi lišće za pravljenje toplih obloga za Sevadl. Kada pronađe malog Pokemona, on mu plete odeću od lišća koristeći lepljivu svilu koja se izlučuje iz njegovih usta.",12,205,225,FALSE,FALSE,generation-v,75,103,80,70,80,92
"Ako vidi bilo kakvo kretanje oko sebe, ovaj Pokemon ga odmah nabacuje, vodeći svojom oštro zašiljenom vilicom. Veoma je ponosan na tu vilicu. Nakon što se do kraja pojede, njegovi pokreti postaju izuzetno tromi. Tada ga Cramorant proguta.",5,10,56,FALSE,FALSE,generation-viii,41,63,40,40,30,66
"Kada se njegovo telo osuši, ono slabi. Dakle, da bi se sprečila dehidracija, umotava se u mnogo slojeva tanke membrane. Nakon što je uklonio svoju tešku školjku, postaje veoma lagan i može se boriti pokretima poput nindži. Kada se njegovo telo osuši, ono slabi. Dakle, obavija membranu oko sebe radi zaštite dok ispušta otrov.",8,253,173,FALSE,FALSE,generation-v,80,70,40,100,60,145
"Kradu od ljudi iz zabave, ali njihove žrtve ne mogu a da im ne oproste. Njihov varljivo sladak čin je savršen. Njegov slatki čin je smicalica. Kada žrtve popuste, pronalaze svoje stvari oduzete. Napada oštrim kandžama. Njihov slatki čin je smicalica. Oni prevare ljude i kradu njihove dragocenosti samo da bi videli izraze na njihovim licima.",4,101,56,FALSE,FALSE,generation-v,41,50,37,50,37,66
"Njihovi oblici izgledaju kao hijeroglifi na drevnim tab letovima. Kažu da su to dvoje na neki način povezani. Njegovo ravno, tanko telo je uvek zaglavljeno na zidovima. Čini se da njegov oblik ima neko značenje. Pošto postoje različite vrste NESVOJNIH, kaže se da moraju imati različite sposobnosti.",5,50,118,FALSE,FALSE,generation-ii,48,72,48,72,48,48
"Svaki prati naređenja svog trenera najbolje što može, ali ponekad ne razumeju komplikovane komande. Ovi Pokemoni žive u gradovima. Navikli su na ljude. Jata se često okupljaju u parkovima i trgovima. Ovaj veoma zaboravni Pokemon će čekati novu narudžbu od svog trenera iako je već ima.",3,21,53,FALSE,FALSE,generation-v,50,55,50,36,30,43
"Vrh njegovog repa, koji sadrži ulje koje je lakše od vode, omogućava mu da pliva bez da se udavi. Kraj njegovog repa služi kao bova koja ga sprečava da se utopi, čak i u opakoj struji. Krzno na njegovom telu prirodno odbija vodu. Može ostati suv, čak i kada se igra u vodi.",4,85,88,FALSE,FALSE,generation-ii,70,20,50,20,50,40
"Telo je mekano i gumeno. Kada je ljut, usisaće vazduh i naduvati se do ogromne veličine. Njegovo telo je puno elastičnosti. Duboko udišući, može nastaviti da se naduvava bez ograničenja. Njihovo krzno je tako dobro da ako se dvoje priljube zajedno, neće želeti da budu razdvojeni.",10,120,196,FALSE,FALSE,generation-i,140,70,45,85,50,45
"SVELLOV leti visoko iznad naših glava, praveći graciozne lukove na nebu. Ovaj POKeMON roni pod strmim uglom čim uoči svoj plen. Nesrećni plen je čvrsto stegnut SVELLOV-ovim kandžastim stopalima, sprečavajući bekstvo. SVELLOV je veoma savesan u pogledu održavanja svojih sjajnih krila. Kada se sakupe dva BURAKA, oni se marljivo brinu o čišćenju krila jedan drugom. BLAST ronjenja na plen daleko odozgo. Nikada ne promašuje svoje mete. Odlazi do neba u potrazi za zemljama sa toplom klimom.",7,198,159,FALSE,FALSE,generation-iii,60,85,60,75,50,125
"Iznenadna transformacija Carbinka, njegovo ružičasto, svetlucavo telo se kaže da je najlepši prizor na celom svetu. Može trenutno da stvori mnogo dijamanata kompresijom ugljenika u vazduhu između svojih ruku.",7,88,270,FALSE,TRUE,generation-vi,50,100,150,100,150,50
"Ima najveće latice na svetu. Sa svakim korakom, latice izbacuju teške oblake toksičnog polena. Što su mu latice veće, to više toksičnog polena sadrži. Njegova velika glava je teška i teško se drži. Zamahuje širokim cvetnim laticama kako bi raspršio otrovni polen. Zvuk pljeskanja je veoma glasan.",12,186,221,FALSE,FALSE,generation-i,75,80,85,110,90,50
Upija hranljive materije iz zidova pećine. Latice koje nosi su napravljene od kristalizovanog otrova. Glimmetovi toksični mineralni kristali izgledaju baš kao latice cveća. Ovaj Pokemon raspršuje otrovni prah poput polena da bi se zaštitio.,7,80,70,FALSE,FALSE,generation-ix,48,35,42,105,60,60
"Užurbano maše svojim malim krilima da poleti. Koristeći kljun, traži plen u travi. Jede bube u travnatim područjima. Mora da maše svojim kratkim krilima velikom brzinom da bi ostao u vazduhu. Nesposoban za visoko letenje. Međutim, može da leti okolo veoma brzo da zaštiti svoju teritoriju.",3,20,52,FALSE,FALSE,generation-i,40,60,30,31,31,70
"Mnogi se plaše i mrze, a veruje se da donosi nesreću svima koji ga vide noću. Kaže se da kada je juren, mami svog napadača na mračne planinske staze gde će se neprijatelj izgubiti. Sakriva svaki sjajni predmet koji pronađe na tajnoj lokaciji. MURKROV i MEOVTH međusobno pljačkaju zalihe.",5,21,81,FALSE,FALSE,generation-ii,60,85,42,85,42,91
"Nakon što se ponovo rodio kao pokemon duh, Dreepi luta oblastima koje je nekada nastanjivao dok je bio živ u praistorijskim morima. Ako je ovaj slab Pokemon sam po sebi, samo dete bi ga moglo pobediti. Ali ako Dreepi ima prijatelje koji mu pomažu da trenira, može da evoluira i postane mnogo jači.",5,20,54,FALSE,FALSE,generation-viii,28,60,30,40,30,82
Kažu da spaljuje sve oko sebe munjom iz njenog krzna. O ovom stvorenju se vrlo malo zna. Sliči na Pokemona koji je nakratko postao vruća tema nakon što ga je jedan paranormalni časopis reklamirao kao Raikouovog pretka.,52,4800,295,FALSE,FALSE,generation-ix,125,73,91,137,89,75
Ima divljačku prirodu. Hrabro će izazvati neprijatelje koji su mnogo veći. Mišići na njegovim krilima i nogama su jaki. Lako može da leti dok drži malog Pokemona. Nikada ne prestaje da napada čak i ako je povređen. Nervira se oko oblika svog češlja.,12,249,218,FALSE,FALSE,generation-iv,85,120,70,50,60,100
"Vrh repa sjajno sija i može se videti izdaleka. Deluje kao svetionik za izgubljene ljude. Jarka svetlost na njegovom repu može se videti daleko. Od davnina je cenjena kao svetionik. Kada padne mrak, svetlost njegovog sjajnog, sjajnog repa može se videti izdaleka na površini okeana.",14,615,230,FALSE,FALSE,generation-ii,90,75,85,115,90,55
Pipci su obično kratki. U lovu se proširuju da zarobe i imobiliziraju plen. Njegovih 80 pipaka može se slobodno istegnuti i skupiti. Omotaju plen i oslabe ga otrovom. Njegovih 80 pipaka upijaju vodu i protežu se skoro beskonačno kako bi SUGRILI svoj plen i neprijatelje.,16,550,180,FALSE,FALSE,generation-i,80,70,65,80,120,100
"Jednom nogom se usidri u zemlju, a zatim se kupa na suncu. Nakon što apsorbuje dovoljno sunčeve svetlosti, njegove latice se šire dok sjajno cveta. Vrti se na vetru dok peva radosnu pesmu. Ovaj divan prikaz očarao je mnoge da odgajaju ovog Pokemona.",4,22,50,FALSE,FALSE,generation-viii,40,40,60,40,60,10
"Veoma je stidljivo. Plašiće se da se kreće ako je sam. Ali biće aktivan ako je u grupi. Kada vreme postane hladno, puno LEDIBA se okuplja svuda da se grupiše i greje jedna drugu. Plah je i skuplja se sa drugima. Tečnost koju luče noge ukazuje na njegovu lokaciju.",10,108,53,FALSE,FALSE,generation-ii,40,20,30,40,80,55
"Budite oprezni ako okrene leđa tokom bitke. To znači da će napasti sa vatrom na leđima. Ovaj POKeMON je u potpunosti prekriven nezapaljivim krznom. Može izdržati bilo koju vrstu vatrenog napada. Pre bitke, okreće leđa svom protivniku da pokaže koliko žestoko bukti njegova vatra.",9,190,142,FALSE,FALSE,generation-ii,58,64,58,80,65,80
"Šiljasto krzno na leđima obično miruje. Kada se ovaj Pokemon uznemiri, krzno mu se diže i ubode u napadače. Duge dlake na leđima deluju kao gromobran. Munje koje privlači čuvaju se kao energija u njegovoj električnoj vrećici. Kada je iznenađen ili uznemiren, 14 krznenih šiljaka na leđima će nehotice ustati.",3,33,152,FALSE,FALSE,generation-vii,65,98,63,40,73,96
"Loše raspoložen, bori se divlje mašući svojim bodljikavim repom. List koji raste na glavi je veoma gorak. Napada neprijatelje udarcima repa prekrivenog trnjem. Ovaj Pokemon je divljeg temperamenta. Udara svoje neprijatelje repom prekrivenim trnjem. List na glavi je gorak.",11,305,174,FALSE,FALSE,generation-v,75,98,63,98,63,101
"Tadbulb trese repom da bi proizveo električnu energiju. Ako oseti opasnost, učiniće da mu glava trepće i gasi kako bi upozorila svoje saveznike. Pluta koristeći električnu energiju uskladištenu u njegovom telu. Kada budu grmljavinski oblaci, Tadbulb će lebdeti više od zemlje.",3,4,54,FALSE,FALSE,generation-ix,61,31,41,59,35,45
"Crvena glava pretvara začinjene hemikalije u energiju vatre i raznosi okolinu super začinjenom strujom plamena. Zelena glava je postala zlobna zbog začinjenih hemikalija koje stimulišu njen mozak. Jednom kada divlja, nema ga zaustaviti.",9,150,170,FALSE,FALSE,generation-ix,65,108,65,108,65,75
"CASCOON pravi svoju zaštitnu čahuru tako što u potpunosti obavija svoje telo finom svilom iz usta. Kada svila obiđe njeno telo, ona se stvrdne. Ovaj POKeMON se priprema za svoju evoluciju unutar čaure. Ako je napadnut, CASCOON ostaje nepomičan koliko god teško bio povređen. To čini zato što ako bi se pomerio, njegovo telo bi bilo slabo tokom evolucije. Ovaj POKeMON takođe neće zaboraviti bol koji je pretrpeo. Da bi izbegao da ga neprijatelji otkriju, nepomično se krije ispod velikog lišća i u prazninama grana. Takođe pričvršćuje mrtve listove na svoje telo radi kamuflaže.",7,115,72,FALSE,FALSE,generation-iii,50,35,55,25,25,15
Njegove kandže gube struju sa dovoljnom amperažom da izazovu nesvesticu. Žive u malim grupama. Naslanja prednje noge na druge da bi komunicirao ritmičkim električnim impulsima iz svojih kandži. Snažna struja teče kroz vrhove njegovih oštrih kandži. Lagana ogrebotina izaziva nesvesticu kod neprijatelja.,9,305,127,FALSE,FALSE,generation-iv,60,85,49,60,49,60
"Ovaj Pokemon može da skladišti energiju u svom velikom oklopu. Mabosstiff oslobađa ovu energiju odjednom da oduva neprijatelje. Mabostif voli da se igra sa decom. Iako obično nežan, poprima zastrašujući izgled kada štiti svoju porodicu.",11,610,177,FALSE,FALSE,generation-ix,80,120,90,60,70,85
"Kako raste, kameni delovi njegovog tela očvršćavaju se da bi postali slični dijamantu, ali obojeni u crno. Kopa se velikom brzinom u potrazi za hranom. Tunele koje napušta DIGLETT-i koriste kao domove. Izvija se i migolji kroz zemlju. Gromoglasna graja njenog tuneliranja odjekuje daleko.",88,2100,77,FALSE,FALSE,generation-i,35,45,160,30,45,70
U svom telu formira ugalj. Ugalj koji je ovaj Pokemon ispustio nekada je pomogao da podstakne živote ljudi u regionu Galar. Brzim kotrljanjem nogu može da putuje brzinom od preko 18 mph. Temperatura plamena koji udiše prelazi 1.800 stepeni Farenhajta.,11,780,144,FALSE,FALSE,generation-viii,80,60,90,60,70,50
"Jedan od misterioznih oblika života poznatih kao Ultra zveri. Zapanjujuće strujne udare izbijaju iz celog tela, kažu svedoci. Pojavio se iz Ultra crvotočine. Upao je u elektranu, pa ljudi misle da se napaja strujom. Iako je stran ovom svetu i predstavlja opasnost ovde, to je očigledno uobičajen organizam u svetu gde inače živi.",38,1000,257,FALSE,FALSE,generation-vii,83,89,71,173,71,83
"Podseća na Ultra zveri, ovaj oblik života, koji očigledno spava pod zemljom, smatra se da je došao iz drugog sveta u davna vremena. Svetlost je očigledno izvor njegove energije. Izuzetno je opakog raspoloženja i neprestano ispaljuje laserske zrake. Izgleda nekako bolno dok besni okolo u potrazi za svetlošću, koja mu služi kao energija. Očigledno je iz drugog sveta.",24,2300,270,TRUE,FALSE,generation-vii,97,107,101,127,89,79
"Razvijajući svoja krila, stvara udarne talase koji nanose kritične unutrašnje povrede neprijateljima. Njegova snaga vilice je neverovatna. Vješt je da razjedini neprijatelje dok leti velikom brzinom. Ovaj šestonožni Pokemon je lako sposoban da preveze odraslu osobu u letu. Krila na repu pomažu mu da ostane u ravnoteži.",19,515,180,FALSE,FALSE,generation-iv,86,76,86,116,56,95
Može zadati vatreni udarac tako što će zapaliti pesnice svojom vatrenom bradom. Duboko brine o svojim prijateljima. Savladao je brze i moćne borbene poteze. Raste vatrena brada. Zapaljena brada vatre je dokaz da je zapaljena. Vješt je u korišćenju mnogo različitih poteza.,16,1500,238,FALSE,FALSE,generation-v,110,123,65,100,65,65
"Jede bobice i skladišti njihovo seme u kljunu. Kada naiđe na neprijatelje ili plen, ispaljuje sve seme u rafalu. Savijanjem kljuna može proizvesti razne pozive i označiti se kao bučna smetnja za svoje komšije. Može da savije vrh svog kljuna da proizvede preko stotinu različitih krikova po volji.",6,148,124,FALSE,FALSE,generation-vii,55,85,50,40,50,75
"Listovi na glavi su veoma gorki. Poznato je da jedenje jednog od ovih listova osvežava umorno telo. Pošto više vole vlažno tlo bogato hranljivim materijama, poznato je da su područja u kojima živi Petilil dobra za uzgoj biljaka. Listovi na glavi rastu čak i ako ispadnu. Ovo gorko lišće osvežava one koji ih jedu.",5,66,56,FALSE,FALSE,generation-v,45,35,50,70,50,30
"Ugrize bilo šta kada napadne. Mali i veoma brz, to je uobičajen prizor na mnogim mestima. Žvaće bilo koju stvar svojim očnjacima. Ako vidite jednog, sigurno je da još 40 živi u okolini. Jede bilo šta. Gde god je hrana dostupna, ona će se smiriti i kontinuirano proizvoditi potomstvo.",3,35,51,FALSE,FALSE,generation-i,30,56,35,25,35,72
"Pozdravljaju se tako što se trljaju repovima, koji su uvek dobro održavani i čisti. Ovi Pokemoni preferiraju uredno stanište. Uvek mete i brišu prašinu, koristeći svoje repove kao metle. Minčino se pozdravljaju tako što se temeljno neguju repovima.",4,58,60,FALSE,FALSE,generation-v,55,50,40,40,40,75
"Garganacl će trljati vrhove prstiju i posipati povređene Pokemone solju. Čak i teške rane će brzo zaceliti nakon toga. Mnogi Pokemoni se okupljaju oko Garganakla, nadajući se da će lizati njegovu so bogatu mineralima.",23,2400,250,FALSE,FALSE,generation-ix,100,100,130,45,90,35
"Smatra se da je dobar Pokemon za početnike zbog svoje druželjubivosti, ali njegovo raspoloženje postaje grublje kako odrasta. Ovaj Pokemon živi sa ljudima od davnina. Može da oseti kada je njegov trener na deponijama i drži se blizu njegovog trenera. Kako se razvijaju, njihovo raspoloženje postaje sve nasilnije i agresivnije. Mnogi treneri ih smatraju previše da bi ih mogli nositi i napustiti.",5,92,56,FALSE,FALSE,generation-vii,45,65,40,30,40,60
"Ako se prekine dok oponaša, šamaraće prestupnika svojim širokim rukama. Uvek vežba svoj čin pantomime. To tera neprijatelje da veruju da postoji nešto što zaista ne postoji. Vešt mimičar od rođenja, stiče sposobnost da stvara nevidljive objekte kako sazreva.",13,545,161,FALSE,FALSE,generation-i,40,45,65,100,120,90
"Kada grmljavinski oblaci prekriju nebo, pojaviće se. Svojom grivom može uhvatiti munje i uskladištiti struju. Griva mu se sija kada ispušta struju. Oni koriste svoje blistave grive da komuniciraju jedni sa drugima. Griva mu se sija kada ispušta struju. Oni koriste frekvenciju i ritam ovih blica za komunikaciju.",8,298,59,FALSE,FALSE,generation-v,45,60,32,50,32,76
"Njegovo celo telo je od stene. Ako se neki deo otkine u borbi, on pričvršćuje kamenje da bi se popravio. REGIROCK su ljudi odavno zapečatili. Ako je telo ovog POKeMON-a oštećeno u borbi, kaže se da sam traži odgovarajuće kamenje da bi se popravio. REGIROCK-ovo telo je u potpunosti sastavljeno od stena. Nedavno je jedna studija donela zapanjujuće otkriće da su sve stene otkopane sa različitih lokacija.",17,2300,261,TRUE,FALSE,generation-iii,80,100,200,50,100,50
"Očigledno preferira vruća mesta. Kada pada kiša, kaže se da para izlazi iz vrha njegovog repa. Plamen na vrhu njegovog repa proizvodi zvuk dok gori. Možete ga čuti samo na tihim mestima. Plamen na njegovom repu pokazuje snagu njegove životne snage. Ako je slab, i plamen gori slabo.",6,85,62,FALSE,FALSE,generation-i,39,52,43,60,50,65
Ovaj izuzetno opasan Pokemon poseduje ogromnu fizičku snagu. Njegovo stanište je uglavnom zabranjeno. Ovaj Pokemon ima naviku da grli svoje saputnike. Mnogi treneri su napustili ovaj svet nakon što im je kičme zgnječio njegov zagrljaj. Divlje maše rukama u znak zastrašivanja i upozorenja. Život je gotov za svakoga ko ne pobegne što je brže moguće.,21,1350,175,FALSE,FALSE,generation-vii,120,125,80,55,60,60
"Kada je ljuta, temperatura njegovog čuperka dostiže 600° F. Svoj čuperak koristi za pečenje bobica. Ovaj Pokemon živi u pećinama u vulkanima. Vatra u čuperku ​​na njegovoj glavi može da dostigne 600° F. Veoma inteligentan, peče bobice pre nego što ih pojede. Voli da pomaže ljudima.",6,110,63,FALSE,FALSE,generation-v,50,53,48,53,48,64
"Kada je vulkanski pepeo zamračio atmosferu, kaže se da je vatra Volkarone obezbedila zamenu za sunce. More vatre proguta okolinu njihovih bitaka, jer koriste svojih šest krila da razbacuju svoju žeravicu. Za koga se smatralo da je oličenje sunca, pojavilo se tokom strašno hladne zime i spasilo Pokemone od smrzavanja.",16,460,248,FALSE,FALSE,generation-v,85,60,65,135,105,100
Ovaj Pokemon može da kontroliše 100 tona palog snega. Igra se nevino skačući u lavine koje je izazvao i iz njih. Mržnja onih koji su davno stradali od mača zaogrnula se u sneg i postala Pokemon.,19,1522,285,TRUE,FALSE,generation-ix,80,120,80,90,65,135
"Njegove novoizrasle noge ga sprečavaju da trči. Čini se da više voli da pliva nego da pokušava da stoji. Pravac spirale na stomaku se razlikuje po površini. Veštije je u plivanju nego u hodanju. Pošto je vešt da hoda na svojim tek izraslim nogama, uvek pliva u vodi.",6,124,60,FALSE,FALSE,generation-i,40,50,40,40,40,90
"Rotira svoje ruke da bi proizveo struju, ali se lako umara, pa se samo malo puni. Čak i u najstrašnijoj oluji, ovaj POKeMON igra srećno ako grmljavina tutnji na nebu. Voli silovitu grmljavinu. Prostor između njegovih rogova treperi plavkasto-belo kada puni energiju.",6,235,72,FALSE,FALSE,generation-ii,45,63,37,65,55,95
"LUDICOLO počinje da igra čim čuje veselu, svečanu muziku. Za ovaj POKeMON se kaže da se pojavljuje kada čuje pevanje dece na planinarenju. Nakon što čuju poletan i veseo ritam, ćelije u LUDICOLO-ovom telu postaju veoma energične i aktivne. Čak iu borbi, ovaj POKeMON će pokazati neverovatnu količinu moći. Kada čuje prazničnu muziku, sve ćelije u njegovom telu se stimulišu i ono počinje da se kreće u ritmu. Ne prestaje ni kada se suoči sa teškim protivnikom.",15,550,216,FALSE,FALSE,generation-iii,80,70,70,90,100,70
"Pošto mu krila još nisu u potpunosti izrasla, mora da skače da bi se kretala. Uvek gleda u nešto. Obično se hrani na tlu, ali u retkim prilikama može skočiti na grane da kljuca izdanke. Izuzetno je dobar u penjanju na stabla drveća i voli da jede nove klice na drveću.",2,20,64,FALSE,FALSE,generation-ii,40,50,45,70,45,70
"Neverovatno spora i glupa. Potrebno je 5 sekundi da oseti bol kada je napadnut. Neverovatno spor i trom. Prilično je zadovoljno ležati bez brige o vremenu. Lenja u blizini vode. Ako se nešto ugrize za rep, neće ni primetiti ceo dan.",12,360,63,FALSE,FALSE,generation-i,90,65,65,40,40,15
"Kada se njegova unutrašnja vatra rasplamsa, njeni pokreti postaju oštriji i brži. Kada je u nevolji, emituje dim. Šta god jede postaje gorivo za plamen u njegovom stomaku. Kada se naljuti, intenzitet plamena se povećava. Što više jede, ima više goriva da vatru u stomaku pojača. Ovo ga ispunjava još većom snagom.",10,555,146,FALSE,FALSE,generation-v,90,93,55,70,55,55
"LOUDRED-ov urlik može potpuno desetkovati kuću sa drvenom konstrukcijom. Koristi svoj glas da kazni svoje neprijatelje. Okrugle uši ovog POKeMON-a služe kao zvučnici. GLASNO viče udarajući nogama. Nakon što prestane da viče, ovaj POKeMON neko vreme postaje nesposoban da čuje bilo šta. Ovo se smatra slabom tačkom. Postavlja okrugle zvučnike na glavu da napadne neprijatelje ultrazvučnim talasima velike jačine. Ona gradi moć udarajući po zemlji.",10,405,126,FALSE,FALSE,generation-iii,84,71,43,71,43,48
"EKSPLOUD izaziva zemljotrese podrhtavanjem koje stvara urlanjem. Ako ovaj POKeMON nasilno udiše iz otvora na svom telu, to je znak da se sprema da pusti ogroman rik. EKSPLOUD prenosi svoja osećanja drugima emitujući zvuke poput zvižduka iz cevi na svom telu. Ovaj POKeMON podiže glas samo kada je u borbi. Ima organe za stvaranje zvuka po celom telu. Komunicira sa drugima prilagođavajući ton i jačinu povika koje emituje.",15,840,221,FALSE,FALSE,generation-iii,104,91,63,91,73,68
"COMBUSKEN učvršćuje noge i bedra trčeći kroz polja i planine. Noge ovog POKeMON-a poseduju i brzinu i snagu, što mu omogućava da izvede deset udaraca u jednoj sekundi. COMBUSKEN se bori sa intenzivno vrelim plamenom koji izbacuje iz svog kljuna i sa izuzetno destruktivnim udarcima. Ovaj POKeMONov krik je veoma glasan i ometajući. Izbija sa 10 udaraca u sekundi. Njegov jak borbeni instinkt ga tera da nastavi ofanzivu sve dok protivnik ne odustane.",9,195,142,FALSE,FALSE,generation-iii,60,85,60,85,60,55
Ima telo tvrdo od čelika. Zastrašuje neprijatelje tako što podiže svoje kliješta sa uzorkom očiju. Zamahuje svojim kleštima sa uzorkom očiju da uplaši svoje neprijatelje. Ovo čini da izgleda kao da ima tri glave. Njegova krila se ne koriste za letenje. Pokreću se velikom brzinom da bi se podesila temperatura tela.,18,1180,175,FALSE,FALSE,generation-ii,70,130,100,55,80,65
"Sposoban da kopira genetski kod neprijatelja da se trenutno transformiše u duplikat neprijatelja. Kada uoči neprijatelja, njegovo telo se pretvara u gotovo savršenu kopiju svog protivnika. Može se transformisati u bilo šta. Kada spava, pretvara se u kamen kako ne bi bio napadnut.",3,40,101,FALSE,FALSE,generation-i,48,48,48,48,48,48
"Kada zvezde trepere na noćnom nebu, ono vijori unaokolo, raspršujući sjajni prah. Uzorci zvezda na leđima postaju sve veći ili manji u zavisnosti od broja zvezda na noćnom nebu. Tokom dana kada postane toplo, sklupča se u velikom listu i utone u duboki san.",14,356,137,FALSE,FALSE,generation-ii,55,35,50,55,110,85
Viviljon sa mnogo različitih šara nalazi se širom sveta. Na ove obrasce utiče klima njihovog staništa. Obrasci na krilima ovog Pokemona zavise od klime i topografije njegovog staništa. Razbacuje šarene ljuspice.,12,170,185,FALSE,FALSE,generation-vi,80,52,50,90,50,89
NUZLEAF živi u gusto obraslim šumama. Povremeno se usuđuju da izađu iz šume da bi zaplašili ljude. Ovaj POKeMON ne voli da mu se dugi nos štipa. Ovaj POKeMON izvlači list na glavi i od njega pravi flautu. Zvuk NUZLEAF-ove frule unosi strah i nesigurnost u srca ljudi izgubljenih u šumi. POKeMON koji živi u šumi i vešt je u penjanju na drveće. Dugačak i šiljast nos je njegova slaba tačka. Gubi snagu ako se uhvati za nos.,10,280,119,FALSE,FALSE,generation-iii,70,70,40,60,40,60
"Ova Ultra zver je došla iz Ultra crvotočine. Čini se da ne napada neprijatelje sam, ali njegovo oštro telo je opasno oružje samo po sebi. Jedan od oblika života Ultra zveri, primećen je kako jednim potezom sečiva seče ogromnu čeličnu kulu. Telo ove Ultra zveri, koje je tanko kao papir, je poput naoštrenog mača.",3,1,257,FALSE,FALSE,generation-vii,59,181,131,59,31,109
"Ona skladišti otrov u unutrašnjoj otrovnoj vrećici i taj otrov izlučuje kroz kožu. Ako dodirnete ovog Pokemona, sledi peckanje. On manipuliše hemijskim sastavom svog otrova da bi proizveo električnu energiju. Napon je slab, ali može izazvati paralizu peckanja.",4,110,48,FALSE,FALSE,generation-viii,40,38,35,54,35,40
"Kada pronađe trag svog plena, strpljivo istražuje lokaciju... ali uvek drema do noći. Obožava imati Rattatu i Raticate za večeru, ali pošto je dnevni, nikada ih ne susreće. Ovaj Pokemon se može pohvaliti neverovatnim strpljenjem. Iako prvobitno nije pronađen u Aloli, ovaj Pokemon je donet davno kada je došlo do velike epidemije Rattate.",7,142,146,FALSE,FALSE,generation-vii,88,110,60,55,60,45
"Obično se nalaze u blizini elektrana, mogu da odlutaju i izazovu velike nestanke struje u gradovima. Ako dođe do velikog nestanka struje, sigurno je da je ovaj POKeMON pojeo struju u elektrani. Elektricitet teče po površini njegovog tela. U mraku, njegovo celo telo sija beličasto plavo.",11,300,172,FALSE,FALSE,generation-i,65,83,57,95,85,105
"Živi na dnu dubokog mora. Privlači plen tako što treperi šare na svoja četiri repna peraja. Da bi izbegao otkrivanje predatora, puzi po morskom dnu koristeći dva peraja na grudima. Puzi duž morskog dna koristeći svoja duga prednja peraja poput nogu. Za hranu se takmiči sa LANTURN-om.",12,240,161,FALSE,FALSE,generation-iv,69,69,76,69,86,91
"Svako ko uzme makar i jedan zalogaj BLISSEI-ovog jajeta, svima će biti nepogrešivo pažljiv i prijatan. Ima veoma saosećajnu prirodu. Ako vidi bolesnog POKeMON-a, on će oporaviti oboljelog. Grickanje jednog od ukusnih jaja koje BLISSEI pruža će nasmejati sve oko sebe od radosti.",15,468,608,FALSE,FALSE,generation-ii,255,10,10,75,135,55
Redovno pere lice da bi novčić na čelu bio čist. Ne slaže se sa Galarian Meovthom. Obožava kružne objekte. Svake noći luta ulicama u potrazi za ispuštenim sitnišom. Čini se da je aktivniji noću. Voli okrugle i sjajne stvari. Ne može prestati da ih pokupi.,4,42,58,FALSE,FALSE,generation-i,40,45,35,40,40,90
"Drži bobice u repu — toliko bobica da stalno ispadaju. Ali ovaj Pokemon je malo spor, tako da ne primećuje gubitak. Uobičajen u regionu Galar, ovaj Pokemon ima jake zube i može da žvaće i najtvrđe ljuske bobica.",6,60,161,FALSE,FALSE,generation-viii,120,95,95,55,75,20
"Živi na ivici vode gde je sunčano. Danju spava na krevetu vodene trave, a noću postaje aktivan. LOMBRE je noćni - postaće aktivan nakon sumraka. Takođe je nestašluk. Kada ovaj POKeMON uoči pecaroše, povlači njihove uže za pecanje ispod površine i uživa u njihovoj konsternaciji. LOMBRE-ovo celo telo je prekriveno klizavim, ljigavim filmom. Užasno je neprijatno biti dodirnut ovim POKeMONovim rukama. LOMBRE se često pogrešno smatra ljudskim detetom.",12,325,119,FALSE,FALSE,generation-iii,60,50,50,60,70,50
"Tvrdo telo ŠEDINjE se ne pomera - ni trzaj. U stvari, izgleda da je njegovo telo samo šuplja školjka. Veruje se da će ovaj POKeMON ukrasti duh svakoga ko zaviri u njegovo šuplje telo sa njegovih leđa. SHEDINjA je neobičan POKeMON. Čini se da se čini nepoželjnim u POKe BALL-u nakon što se NINCADA razvija. Ovaj bizarni POKeMON je potpuno nepokretan - čak i ne diše. Neobičan POKeMON koji lebdi u vazduhu iako su mu krila potpuno mirna. Unutrašnjost njegovog tela je šuplja i potpuno tamna.",8,12,83,FALSE,FALSE,generation-iii,1,90,45,30,30,40
"Moguće je da je ovo stvorenje navedeno kao Roaring Moon u ekspedicijskom dnevniku koji još uvek krije mnoge misterije. Prema članku u sumnjivom časopisu, ovaj Pokemon ima neku vezu sa fenomenom koji se javlja u određenom regionu.",20,3800,295,FALSE,FALSE,generation-ix,105,139,71,55,101,119
